MENU NAME,SERVINGS,RECIPE TOTAL PRICE,RESTAURANT PRICE,SAVED MONEY,COOK STEP,MENU THEME,main_ing,total_ingredient,LEVEL,COOK TIME,MENU DESCRIPTION,RESTAURANT NAME,RESTAURANT MENU,url,total_ing_with_gram
불고기샌드위치,2인분,"5,440","19,800","14,360","['STEP 1 : 잉글리시머핀은 반을 가르고 달군 팬에 살짝 구워 주세요.', 'STEP 2 : 쇠고기는 핏물을 제거하고 불고기 양념에 재워주세요. 토마토는 0.7cm 두께로 둥글게 썰고 양파는 채 썹니다. 양상추, 깻잎은 찬물에 담갔다 물기를 제거하고 적당한 크기로 잘라주세요.', 'STEP 3 : 달군 팬에 식용유를 약간 두른 후 양파를 넣고 소금, 후추로 간을 해 색이 나도록 볶아주세요. 양파를 덜어두고 팬에 쇠고기를 올려 중간불에서 익혀주세요.', 'STEP 4 : 스프레드 재료를 섞어서 빵에 얇게 바르고 양상추-깻잎-슬라이스치즈-양파-쇠고기-토마토 순으로 올린 후 빵을덮고 가볍게 눌러주세요.', 'STEP 5 : 완성된 요리를 그릇에 담아 마무리해주세요.']","['양식', '퓨전', '간식', '도시락']",['쇠고기 불고기용'],"['잉글리시머핀','쇠고기 불고기용','토마토','양파','양상추','깻잎','슬라이스치즈 ','식용유','소금. 후추','간장','설탕','참기름','다진 마늘','후추. 깨소금','마요네즈','머스터드','꿀','홀그레인머스터드']",★★☆,25분,"폭신한 잉글리시머핀 사이에 짭조름한 불고기와 향긋한 깻잎을 넣어 샌드위치를 만들어보세요. 빨갛게 잘 익은 토마토와 달콤한 불고기, 아삭한 양상추까지 더해져 한 끼 식사로 손색이 없답니다. 브런치로 즐겨도 좋고 유산지로 가볍게 포장해서 나들이 도시락으로 준비해도 좋아요.",베르데비앙,불고기 샌드위치,https://static.wtable.co.kr/image/production/service/recipe/136/94d661e6-7ab6-4d70-b8b2-2fcaea36b058.jpg,"잉글리시머핀 4개,쇠고기 불고기용 160g,토마토 1/2개,양파 1/2개,양상추 4장,깻잎 2장,슬라이스치즈  4장,식용유 약간,소금. 후추 약간씩,간장 1 ½큰술,설탕 1큰술,참기름 1큰술,다진 마늘 1/2큰술,후추. 깨소금 약간씩,마요네즈 4큰술,머스터드 1큰술,꿀 1큰술,홀그레인머스터드 1/2큰술"
브로콜리닭가슴살샐러드,1인분,"3,133","12,000","8,867","['Step 1 : 브로콜리는 송이 부분만 한 입 크기로 잘라 편으로 썰고 양파, 파프리카, 닭가슴살은 도톰하게 채를 썰어주세요. 모든 재료를 올리브유로 버무려주세요.', 'Step 2 : 달군 그릴팬에 순서 1의 재료들을 올려 구워주세요.', 'Step 3 : 분량의 드레싱 재료를 잘 섞어주세요.', '완성 : 잘 구워진 재료들을 그릇에 보기좋게 담고 드레싱을 골고루 뿌려 맛있게 즐기세요!']",['메인요리'],"['브로콜리','빨간 파프리카']","['브로콜리','양파','빨간 파프리카','닭가슴살','올리브유','씨머스터드','디종머스터드','사과식초','설탕','후춧가루']",★☆☆,25분,"그릴에 노릇하게 구운 채소와 닭가슴살은 눈으로 보기만 해도 식욕을 자극할 뿐만 아니라 특유의 불향이 더해져 풍미가 더욱 좋아요. 씨머스터드는 톡톡 씹히는 맛이 있고, 디종머스터드는 톡 쏘는 매운맛이 있어 구운 채소와 잘 어울리며 닭가슴살의 비린 맛도 잡아준답니다. 맛있고 건강한 한 끼를 지금 함께 만들어 보세요!",더 옐로우,닭가슴살 샐러드,https://static.wtable.co.kr/image/production/service/recipe/1564/5b1977ff-590f-4f88-9156-27121b2a561b.jpg,"브로콜리 ¼개,양파 ¼개,빨간 파프리카 ½개,닭가슴살 1개,올리브유 2큰술,씨머스터드 1큰술,디종머스터드 1작은술,사과식초 2작은술,설탕 2작은술,후춧가루 약간"
비건 감자 샐러드,2인분,"2,620","10,000","7,380","['Step 1  : 깨끗이 씻은 감자는 반으로 잘라 김이 오른 찜통에 20분 정도 쪄주세요.', 'Step 2 : 찐감자는 껍질을 벗겨 먹기 좋게 으깨주세요. 오이는 얇게 썰고, 파슬리는 잎을 떼어내 주세요.', 'Step 3  : 볼에 감자와 오이, 파슬리, 다진 땅콩을 넣고 소스 재료를 넣어 섞어주세요.', 'Step 4 : 그릇에 담아 맛있게 즐겨주세요.']","['밑반찬', '채식', '간식']",['감자'],"['감자','오이','소금','땅콩','후춧가루','파슬리 ','비건 마요네즈','디종 머스타드','설탕','소금']",★☆☆,35분, 달걀을 빼고 비건 마요네즈를 사용해 비건도 맛있게 즐길 수 있는 비건 감자 샐러드! 포슬포슬하게 쪄낸 감자에 다진 양파와 셀러리를 넣어 식감을 추가해 먹을 때마다 기분 좋은 아삭함을 느낄 수 있어요. 또한 콩을 듬뿍 넣어 포만감과 영양도 챙겼답니다. 식사 대용은 물론 아이들 간식으로도 좋은 비건 감자 샐러드! 따뜻할 때 먹어도 맛있지만 차갑게 먹어도 별미랍니다. 빵과 함께 곁들이거나 사이드 디쉬로도 활용할 수 있어요. ,쿠상다이닝,감자샐러드,https://static.wtable.co.kr/image/production/service/recipe/1068/4bea57ff-4192-4a4e-a4df-bef3a3e423fa.jpg,"감자 3~4개 (400g),오이 ½개,소금 ½작은술,땅콩 1~2큰술,후춧가루 약간 ,파슬리 (생략 가능) 약간 ,비건 마요네즈 2큰술 ,디종 머스타드 1작은술 ,설탕 ½큰술,소금 약간 "
뽈뽀샐러드,2인분,"5,676","26,000","20,324","['Step 1 : 자숙 문어를 내열 용기에 담고 포일을 씌워주세요. 법랑 접시 위에 내열 용기를 올려 1단에 넣고 광파오븐 자동 요리 <슬로우쿡>에서 <흰죽> 1회분을 선택하여 조리해 주세요. 조리가 시작되면 조절 기능으로 2시간 줄여주세요. \r\n(tip. “오븐으로 전송”버튼을 누르면 시간을 조절 할 필요 없이 간단하게 설정할 수 있어요)', 'Step 2 : 깨끗이 씻은 감자를 내열 용기에 담고 랩을 씌워주세요. 법랑 접시에 석쇠를 놓고 내열 용기를 올려 1단에 넣고 광파오븐 수동요리 <스팀 레인지>에서 5분간 익혀주세요. *물을 채운 물통을 제품에 설치해서 요리하세요.', 'Step 3 : 감자는 껍질을 벗긴 후 먹기 좋게 깍뚝 썰어주세요.', 'Step 4 : 볼에 드레싱 재료를 넣어 섞어주세요. 양파는 잘게 썰어주세요.', 'Step 5 : 조리가 끝난 문어는 먹기 좋게 썰어 볼에 담고 감자, 올리브, 양파를 넣고 드레싱을 부어 가볍게 섞어주세요.', 'Step 6 : 기호에 따라 파프리카 파우더를 뿌린 후 맛있게 즐겨주세요.']",['메인요리'],['자숙문어'],"['자숙문어','감자','그린 올리브','양파','파프리카 파우더','올리브오일','레몬즙','화이트 발사믹 식초','소금']",★☆☆,250분,"귀염뽀짝한 이름을 가진 뽈뽀는 스페인식 문어 요리인데요. 문어를 저온에서 익혀 아주아주 부드러운 식감이 특징이에요. 칼로리 부담이 없어 신선한 채소들과 함께 즐기면 더 좋은데요. 지중해의 풍미를 간직한 뽈뽀 샐러드로 색다른 즐거움을 느껴 보세요~! ㅤ

  *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다.",얌샐러드,문어날치알샐러드,https://static.wtable.co.kr/image/production/service/recipe/2292/1d7b4f3b-d232-4ff4-859e-aa4d95561650.jpg,"자숙문어 200g,감자 2개,그린 올리브 7개,양파 1/4개,파프리카 파우더(생략 가능) 약간,올리브오일 4큰술,레몬즙 1/2큰술,화이트 발사믹 식초 1큰술,소금 약간"
사골 떡국,2인분,"8,188","30,000","21,812","['Step 1 : 떡은 20분정도 물에 불려 준비해 주세요.\r\n(tip. 떡국용 떡은 떡집에서 구입하면 훨씬 쫄깃하고 맛있답니다)', 'Step 2 : 달걀은 약간의 소금을 넣어 지단을 부쳐 가늘게 채를 썰어주세요.', 'Step 3 : 냄비에 사골육수와 물을 넣고 끓여주세요. 육수가 끓어오르면 떡을 넣고 5분 정도 끓여주세요. 간마늘과 국간장, 소금으로 간을 해주세요. \r\n(tip. 시판용 사골육수는 품목에 따라 다를 수 있으니 맛을 본 후 물과 소금의 양을 조절해 주세요)\r\n(tip. 국간장이 없다면 소금으로만 간을 맞추어도 괜찮아요)', 'Step 4 : 완성된 떡국을 그릇에 담고 후춧가루와  김가루, 송송썬 대파, 달걀 지단을 뿌려 완성해주세요.']","['한식', '메인요리']","['떡국용 떡','시판용 사골육수']","['떡국용 떡','시판용 사골육수','물','대파','달걀','간마늘','국간장','소금','후춧가루','김가루','깨소금','달걀','소금']",★☆☆,30분,설날에 빠질 수 없는 메뉴인 떡국을 쉬운 방법으로 만들어 보세요. 사골육수로 부드럽고 진득한 국물을 내고 여기에 간마늘을 더해 느끼함을 덜어냈어요. 한 가지 팁을 드리자면 떡만큼은 꼭 맛있는 떡을 준비해 주세요. 떡집에서 갓 뽑아낸 가래떡만큼이나 맛있는 떡은 없답니다. 따뜻한 떡국 한 그릇 드시고 새해 복 많이 받으세요.,예소원,사골 떡국,https://static.wtable.co.kr/image/production/service/recipe/2169/912b2554-7a01-4394-a6f2-136c91538169.jpg,"떡국용 떡 300g,시판용 사골육수 3컵,물 1컵,대파 1/2대,달걀 1개,간마늘 1큰술,국간장 1큰술,소금 약간,후춧가루 약간,김가루(생략 가능) 약간,깨소금(생략 가능) 약간,달걀 1개,소금 약간"
사천식잡채,1인분,"2,901","10,000","7,099","['Step 1 : 달군 팬에 카놀라유 1술을 두른 뒤 채 썬 양파와 청피망, 홍피망, 소금을 넣고 중불에서 3분간 볶아주세요. 그 뒤 달군 팬에 카놀라유 1술을 두른 뒤 10분간 밑간한 돼지고기를 넣고 중약불에서 3~4분 볶아주세요.', 'Step 2 : 팬에 진간장에 데친 당면을 넣고 중약불에서 1~2분간 볶은 뒤, 양념 재료를 넣고 중불에서 3분 더 볶아주세요.', 'Step 3 : 순서 1, 2, 적당히 썬 부추, 참기름을 넣어 섞은 뒤 약불에서 볶고 참깨를 뿌려주세요.', '완성 : 접시에 덜어 따뜻할 때 맛있게 드세요!']",['메인요리'],"['납작당면','돼지고기']","['납작당면','돼지고기','홍피망','청피망','부추','양파','카놀라유','진간장','참기름','참깨','소금','청주','후추','소금','다진 마늘','고추씨기름','굴소스','올리고당']",★★☆,35분,"고기의 단백질과 채소의 식이섬유, 당면의  탄수화물까지! 이 한 접시에 필수영양소가 가득 들었네요~ 고기와 채소를 두툼하게 썰어 납작당면과 함께 사천식 매콤한 양념으로 볶아내니 다른 반찬은 필요가 없는 완벽한 한 그릇 요리가 되었어요!",티엔루,사천식잡채덮밥,https://static.wtable.co.kr/image/production/service/recipe/1462/b2e0b6fd-72a7-4525-ab25-bcf5f944284a.jpg,"납작당면 1줌(50g),돼지고기 80g,홍피망 약간(30g),청피망 약간(35g),부추 10줄기(30g),양파 ½개(50g),카놀라유 2술,진간장 1술,참기름 약간,참깨 약간,소금 약간,청주 ⅓술,후추 약간,소금 약간,다진 마늘 ½술,고추씨기름 1과 ½술,굴소스 1술,올리고당 ⅓술"
사천탕면,2인분,"4,989","15,000","10,011","['Step 1 : 채소는 채 썰어 준비하고 물에 불린 목이버섯은 먹기 좋게 썰어놔 주세요.', 'Step 2 : 모시조개는 소금물에 담가 해감을 하고 오징어는 껍질을 벗겨 한입 크기로 썰어 알새우와 함께 준비해 주세요.', 'Step 3 : 생면은 잘 삶아서 찬물에 헹군 뒤 다시 뜨거운 물에 데쳐서 그릇에 담아 주세요.', 'Step 4 : 달궈진 팬에 식용유를 두르고 다진 마늘, 다진 생강, 청양고추, 마른 고추를 넣고 볶아서 매콤한 향을 내줍니다.', 'Step 5 : 채 썬 채소를 넣고 볶아가며 충분히 익혀준 후 물과 치킨파우더, 소금, 후춧가루로 간을 맞추고 순서 2의 손질된 해물을 넣고 끓여주세요.', '완성 : 육수가 보글보글 끓어오르면 참기름을 넣고 순서 3의 면 위에 부어 완성해 주세요.\r\n\r\n*Tip. 생면은 끓는 물에 잘 삶아서 찬물에 여러 번 씻어 전분기를 없애 탄력 있게 만들어 주면 좋아요. 단, 먹기 직전 뜨거운 물에 한 번 데쳐서 그릇에 담으면 따뜻하게 즐기실 수 있답니다.']",['중식'],"['생면','모시조개','오징어','알새우']","['생면','모시조개','오징어','알새우','양파','배추잎','애호박','죽순','불린 목이버섯','식용유','다진마늘','다진생강','청양고추','마른 고추','물','치킨파우더','소금','후춧가루','참기름']",★★☆,35분,중국 사천 지방에서만 맛볼 수 있는 특유의 매콤함을 찾는 분들에게 안성맞춤 면요리를 소개해 드려요. 칼칼하고 개운하고 얼얼한 맛에 몸이 따뜻해질 거예요~,금홍,사천탕면,https://static.wtable.co.kr/image/production/service/recipe/1218/95a46a1a-1455-4582-9db1-46578e93011b.jpg,"생면 한 줌(200g),모시조개 6개,오징어 ⅓마리,알새우 6마리,양파 ⅓개,배추잎 1장,애호박 ⅕개,죽순 30g,불린 목이버섯 2개,식용유 1큰술,다진마늘 1작은술,다진생강 ½작은술,청양고추 1개,마른 고추 6개,물 2컵,치킨파우더 ½큰술,소금 1작은술,후춧가루 약간,참기름 약간"
삼겹살 덮밥,2인분,"5,925","18,800","12,875","['Step 1 : 양파는 얇게 채를 썬 후 찬물에 담갔다가 체에 밭쳐 물기를 빼고 쪽파는 송송 썰어주세요. 볼에 간장 소스 재료를 넣고 섞어주세요.', 'Step 2 : 달군 팬에 삼겹살을 올려 앞뒤로 노릇하게 굽고 한입 크기로 썰어주세요.', 'Step 3 : 팬에 삼겹살을 굽고 나온 기름을 닦아 낸 후 간장 소스를 넣고 중약불에서 윤기 나게 조려가며 익혀주세요.', 'Step 4 : 그릇에 따뜻한 밥을 담은 후 채를 썬 양파를 올리고 삼겹살을 돌려 담아주세요. 삼겹살에 팬에 남은 소스를 얹은 후 실파와 통깨를 뿌려 맛있게 즐겨주세요.\r\n(기호에 따라 가운데 달걀노른자와 연겨자를 올려 드시면 더욱 맛있게 드실 수 있답니다.)']",['메인요리'],"['삼겹살','밥']","['삼겹살','양파','쪽파','밥','통깨','맛술','굴소스','간장','설탕','물엿','다진 마늘','물','생강가루','후춧가루']",★☆☆,30분, 남녀노소 누구나 사랑하는 삼겹살을 덮밥으로 드셔보세요. 달콤 짭조름한 소스에 졸인 삼겹살을 밥 위에 올리면 완성! 연겨자와 함께 먹으면 느끼하지 않게 더 특색있게 맛있게 드실 수 있어요. 삼겹살 구이가 지겨우시다면 삼겹살 덮밥으로 맛있게 한 끼를 즐겨보세요~,덮담,삼겹살덮밥,https://static.wtable.co.kr/image/production/service/recipe/1426/4c85a14e-a5c0-421f-a48a-0a7e0d8dcf87.jpg,"삼겹살 4줄 (400g),양파 ¼개,쪽파 1줄기,밥 2공기,통깨 약간 ,맛술 2큰술 ,굴소스 1큰술 ,간장 1큰술 ,설탕 ½큰술 ,물엿 2큰술 ,다진 마늘 1작은술 ,물 2큰술 ,생강가루 한 꼬집,후춧가루 약간 "
삼겹살김밥,3인분,"7,608","15,000","7,392","['Step 1 : 깨끗이 씻은 당근과 우엉은 껍질을 벗긴 후 가늘게 채썰고, 오이도 채썰어 주세요. 오이고추는 꼭지를 자르고 반으로 갈라 씨앗을 제거하고 4등분으로 잘라주세요.', 'Step 2 : 달군 팬에 기름을 두르고 당근에 소금을 약간 뿌린 후 볶아 접시에 덜어주세요. 우엉의 숨이 죽을 때까지 볶다가 우엉조림 재료를 넣어 물기가 없어질 때까지 졸여주세요.', 'Step 3 : 볼에 밥과 밥 양념 재료를 넣어 골고루 섞어주세요. 볼에 쌈장 양념 재료를 넣어 섞어주세요.', 'Step 4 : 달군 팬에 삼겹살을 올린 후 소금, 후춧가루로 간을 맞춰 노릇하게 구워주세요.', 'Step 5 : 김발에 김을 올리고 밥을 고르게 편 후 청상추와 깻잎을 깔아주세요. 삼겹살과 준비한 재료, 쌈장을 넣은 후 김밥을 단단하게 말아주세요.\r\n(기호에 따라 씻은 묵은지, 쌈무, 구운 마늘 등의 재료를 추가로 넣어 만들어 드셔도 맛있게 드실 수 있어요.)\r\n(tip. 쌈장은 소스통이나 짤주머니에 넣어 사용하면 깔끔하게 넣을 수 있어요.)', 'Step 6  : 삼겹살 김밥에 참기름과 통깨를 뿌린 후 먹기 좋은 크기로 잘라 맛있게 즐겨주세요.\r\n(따뜻할 때 드시는 것이 더욱 맛있어요.)']","['메인요리', '한식', '분식', '도시락']","['밥','삼겹살','김밥용 김']","['밥','삼겹살','김밥용 김','단무지','당근','오이','깻잎','오이고추','청상추','우엉','식용유','소금','후춧가루','참기름','통깨','소금','참기름','통깨','간장','맛술','설탕','올리고당','물','쌈장','맛술']",★★☆,60분," 언제 어디에서 먹어도 맛있는 김밥! 어떤 재료를 넣느냐에 따라서 그 맛이 다양하게 변하는 것 같아요. 오늘 김밥에 넣을 재료는 바로 삼겹살이랍니다. 삼겹살을 따로 구워 먹는 것도 참 맛있지만, 김밥 속 재료로 참 잘어울려요. 두툼한 삼겹살이 통째로 김밥에 들어가 씹는 맛은 물론 든든한 한 끼로 즐길 수 있어요. 삼겹살과 김밥의 조합이 생소하게 느껴지실 수 있겠지만 김밥 속 채소와 고기의 조화가 훌륭해요!",예술김밥,한쌈가득 삼겹살김밥,https://static.wtable.co.kr/image/production/service/recipe/895/12b340fd-441a-4b02-9552-b825614c722e.jpg,"밥 2공기,삼겹살 3줄(300g),김밥용 김 3장,단무지 3줄,당근 1개,오이 1개,깻잎 6장,오이고추 2개 ,청상추 6장,우엉 1줄,식용유 적당량 ,소금 약간,후춧가루 약간 ,참기름 약간 ,통깨 약간 ,소금 ½작은술,참기름 1큰술,통깨 약간 ,간장 3큰술,맛술 2큰술,설탕 2큰술,올리고당 2큰술,물 ½컵,쌈장 3큰술,맛술 1큰술 "
삼겹살김치말이찜,1.5인분,"12,115","27,750","15,635","['STEP 1 : 삼겹살에 칼집을 낸 후 4등분(8cm 정도 길이)으로 잘라주세요. 고기 밑간 재료에 10분 정도 고기를 재워주세요.', 'STEP 2 : 김치를 넓게 깔고, 삼겹살을 올려 돌돌 말아주세요.', 'STEP 3 : 양파는 굵게 채썰고, 대파와 청양고추, 홍고추는 어슷하게 썰어주세요. 양념재료는 모두 섞어주세요.', 'STEP 4 : 냄비에 삼겹살 김치말이와 양념을 넣고, 다시마멸치육수를 부어 뚜껑을 닫고 중불에서 20분 정도 끓여주세요.\n(tip. 김치말이의 이음새 부분이 냄비의 바닥에 가도록 놓아야 말이가 풀리지 않아요)', 'STEP 5 : 김치가 부드럽게 익으면 양파, 대파, 청양고추를 넣고 5~10분 정도 중간불에서 더 끓여주세요.', 'STEP 6 : 기호에 따라 부족한 간은 소금으로 조절하시면 더욱 맛있게 즐기실 수 있어요.']","['한식', '메인요리']","['생삼겹살','신김치']","['생삼겹살','신김치','양파','대파','청양고추','홍고추','다시마멸치육수','다진마늘','생강즙','맛술','후춧가루','간장','고춧가루','김치국물','다진마늘','생강즙','맛술','설탕','후춧가루']",★☆☆,50분,"슬플 때는 위로가, 기쁠 때는 행복이 되는 메뉴~ 얼큰한 삼겹살 김치말이찜을 준비했어요. 김치의 맛이 잘 배어들어 삼겹살의 잡내는 사라지고 깊은 맛이 난답니다. 두런두런 이야기하고 싶은 날, 속이 확 풀리는 삼겹살 김치말이찜을 꼭 곁들여주세요!",모닭모닭,삼겹살김치찌개+사리,https://static.wtable.co.kr/image/production/service/recipe/716/0da331fb-18cb-4aa3-a4bf-cbac7c2d1cb7.jpg,"생삼겹살 3줄(350g),신김치 1/6포기(500g),양파 1/2개,대파 1/2대,청양고추 1개,홍고추 1개,다시마멸치육수 2+1/2컵,다진마늘 1큰술,생강즙 2큰술,맛술 2큰술,후춧가루 약간,간장 1큰술,고춧가루 1큰술,김치국물 1/4컵,다진마늘 1큰술,생강즙 1큰술,맛술 1큰술,설탕 1작은술,후춧가루 약간"
상해식 왕새우 리조또,2인분,"3,403","28,000","24,597","['Step 1 : 왕새우는 껍질이 있는 채로 등을 갈라서 내장과 물기를 제거하고, 돼지고기는 다져주세요. 쪽파는 잘게 썰어 흰밥과 함께 준비합니다.', 'Step 2 : 물기가 제거된 왕새우는 170도의 뜨거운 기름에 한 번 튀겨 주세요.', 'Step 3 : 다진 고기에 분량의 양념 재료를 골고루 섞어서 돼지고기 양념을 만들어 주세요.', 'Step 4 : 달궈진 팬에 순서 3의 돼지고기 양념과 쪽파를 넣고 볶아 익혀주세요.', '완성 : 순서 4에 물 1컵을 넣고 흰밥 1/2공기와 튀겨 놓은 왕새우를 넣고 소스가 흡수될 때까지 볶아주면 완성이랍니다.\r\n\r\n*Tip. 왕새우를 넣고 밥과 함께 볶을 때 왕새우 골수의 향이 잘 어우러지게 볶아야 중화풍 리조또의 맛을 즐길 수 있어요. 왕새우를 손질할 때 머릿속에 골수를 제거하지 않는게 중요하답니다!']",['퓨전'],"['왕새우','흰밥']","['왕새우','흰밥','다진 돼지고기','쪽파','물','굴소스','두반장','다진마늘','고추장','고룻가루','설탕','고추기름','큐민가루']",★☆☆,35분,"돼지고기와 왕새우에 상하이식 소스를 버무려 리조또로 만든 퓨전 중식 요리, 지금 만들어 보세요~",중앙감속기,마라크림 새우 리조또,https://static.wtable.co.kr/image/production/service/recipe/1227/6c03e136-d075-4f41-b0a6-42df3b5de8fd.jpg,"왕새우 5~6마리,흰밥 ½공기(100g),다진 돼지고기 150g,쪽파 약간,물 1컵,굴소스 2큰술,두반장 2작은술,다진마늘 ½큰술,고추장 2작은술,고룻가루 2작은술,설탕 1작은술,고추기름 3큰술,큐민가루 1작은술"
새우간장깐풍기,1인분,"3,291","32,000","28,709","['Step 1 : 튀김옷 재료를 섞은 뒤 칵테일새우를 넣어 묻혀놔 주세요. 카놀라유를 끓여 180℃가 되면 칵테일새우를 넣고 3분 튀긴 뒤 건져내고 다시 2분 더 튀겨주세요.', 'Step 2 : 달군 팬에 올리브유를 두르고 슬라이스한 마늘, 어슷하게 썬 홍고추와 청양고추를 넣고 중불에서 2분간 볶아주세요.', 'Step 3 : 진간장, 올리고당, 굴소스, 흑설탕을 넣고 저어가며 졸여주세요.', 'Step 4 : 순서 3에 순서 1을 넣고 뒤적이며 1분간 볶아주세요.', '완성 : 완성된 새우간장깐풍기를 접시에 담아 맛있게 즐겨보세요. 기호에 따라 청양고추를 추가하면 더 매콤하게 드실 수 있어요!']",['메인요리'],"['칵테일새우','진간장']","['칵테일새우','카놀라유','검은깨','올리브유','마늘','청양고추','홍고추','진간장','올리고당','굴소스','흑설탕','생수','튀김가루','녹말가루']",★☆☆,35분,"깐풍기는 원래 튀긴 닭고기에 매콤한 소스를 얹어 먹는 중국요리인데요, 이번엔 닭고기 대신 새우를 튀겨서 매콤함보다 간장의 달짝지근한 맛을 더욱 살린 소스로 볶아내 봤어요. 탱글한 새우가 바삭한 튀김옷을 입고 달콤매콤 소스와 만났으니, 정통 중국집 못지 않게 맛있는 요리의 탄생이네요~",서궁,깐풍기,https://static.wtable.co.kr/image/production/service/recipe/1465/44d4b2b2-f296-4efe-aa8d-a13ea4990ef6.jpg,"칵테일새우 130g,카놀라유 500ml,검은깨 약간,올리브유 약간,마늘 3쪽,청양고추 1개,홍고추 1개,진간장 1술,올리고당 3술,굴소스 ⅔술,흑설탕 1술,생수 70ml,튀김가루 5술,녹말가루 1술"
새우부추전,1인분,"6,640","16,000","9,360","['Step 1 : 부추는 3cm 길이로 잘라주세요.', 'Step 2 : 새우는 흐르는 물에 씻고 꼬리를 제거한 뒤 키친타월에 올려 물기를 제거해주세요.', 'Step 3 : 밀가루, 부침가루, 찬물, 소금, 후추를 섞어서 반죽을 만들어주세요.', 'Step 4 : 순서 3의 반죽에 부추를 넣어 골고루 섞어주세요.', 'Step 5 : 달군 팬에 식용유를 두르고 순서 4의 반죽을 7cm 크기로 올린 뒤 새우를 하나씩 올리고 2~3분 정도 부쳐내주세요.', 'Step 6 : 접시에 담아 맛있게 드세요!']",['한식'],"['새우','부추']","['새우','부추','밀가루','부침가루','찬물','식용유','소금','후추','쪽파','간장','다진양파','물','식초','통깨','설탕']",★☆☆,25분,"향긋하고 쌉쌀한 부추전에 탱글한 새우알을 올려 지졌어요. 부추를 한 입에 먹기 좋은 길이로 잘라 새우를 한 마리씩 올리니, 만들기도 편하고 먹기에도 너무 좋네요. 저녁식사 밑반찬으로 간단히 만들기에도 좋고 비가 오는 날 고소한 기름내를 맡으며 지져 먹어도 별미랍니다.",마곡광장,새우부추전,https://static.wtable.co.kr/image/production/service/recipe/1517/e60d0d42-60cd-4b67-b73d-b42b5100b774.jpg,"새우 140g,부추 40g,밀가루 50g,부침가루 50g,찬물 120g,식용유 5큰술,소금 1작은술,후추 약간"
새우크림카레(에비카레),4인분,"8,210","27,000","18,790","['STEP 1 : 양파와 당근은 채썰고, 연근과 마늘은 얇게 슬라이스해주세요. 새우는 손질 후 흐르는 물에 깨끗하게 씻어 체에 밭쳐 물기를 빼고 밑간을 해주세요.', 'STEP 2 : 달군 냄비에 버터를 두르고, 채썬 양파를 넣어 양파가 갈색이 되도록 약불에서 약 15-20분 볶아준 후 당근을 넣어 볶아주세요.', 'STEP 3 : 물을 넣어 재료들을 조금 더 끓인 후 핸드블렌더로 곱게 갈아주세요. 고형카레를 넣어 뭉치지 않게 저어주고 우유를 넣어주세요.', 'STEP 4 : 달군 팬에 오일을 두르고, 다진마늘을 살짝 볶다가 새우를 넣어 노릇하게 익혀주세요. 물기를 제거한 연근과 마늘 슬라이스는 170도 기름에서 노릇하게 튀겨주세요.', 'STEP 5 : * 스타일링 팁!\n밥공기에 밥을 담은 후 접시에 엎어 동그랗게 만들어주세요. 후리가케(생략가능)와 튀긴 마늘칩을 올려주세요. 카레를 적당량 부어준 후 연근칩-새우-연근칩-새우 순으로 카레 위에 보기 좋게 올려주세요. 파슬리와 잘게 부순 마늘후레이크를 뿌려내어 완성해주세요.', 'STEP 6 : 스타일링팁을 활용해 그릇에 담고, 따뜻할 때 밥과 섞어 맛있게 즐겨주세요.']","['메인요리', '일식']","['고형카레','양파','흰다리새우(또는 칵테일새우)']","['고형카레','양파','당근','흰다리새우','연근','깐마늘','다진마늘','버터','우유','물','이탈리안 파슬리','튀김유','소금','후추']",★★☆,45분,카레를 끓일 때면 이렇게 다양한 재료들이 어우러져 어떤 맛이 날까~ 기대하게 되는데요. 오늘은 새우를 주인공으로 부드러운 크림카레를 끓였답니다. 밥은 물론 빵과도 잘 어울려 취향에 따라 곁들여 즐기기도 좋아요.,에키소바,에비카레,https://static.wtable.co.kr/image/production/service/recipe/649/dc543cd0-5558-4aac-a5b9-f846ff0b66db.jpg,"고형카레 4조각,양파 2개,당근 1/2개,흰다리새우(또는 칵테일새우) 12마리,연근 1/6개,깐마늘 6톨,다진마늘 2큰술,버터 1조각(40g),우유 600ml,물 400ml,이탈리안 파슬리(생략가능) 약간,튀김유 적당량,소금 약간,후추 약간"
