,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
두부,0.0096091,0.008780463,0.007924811,0.0024016239,0.0060681966,-0.0039499123,-0.0014190917,-0.0038112265,-0.008139584,-0.0026225713,0.0025876232,-0.002888744,-0.0065156193,0.0050220294,-0.0020745103,0.00038893934,0.0072277146,0.0078005227,-0.004028261,-0.005360677,0.0038693016,0.005716529,0.0056412383,-0.004489619,-0.0013551078,0.0003264317,-0.008314866,0.0024573118,-0.009692988,-0.00014530565,0.0032286828,0.0003508628,-0.005352163,-0.001963625,0.0037991137,0.0039585033,-0.007397424,-0.0006349992,-0.0014086901,-0.005711844,-0.0018407475,0.009715882,0.009657499,0.0071512,0.004786125,-0.008517493,-0.0066661322,-0.0040057213,0.0045599197,0.0026474036,1.5643922e-05,0.0011961411,-0.0019574475,-0.0061240513,-0.0006753227,-0.003292752,-0.0028311226,-0.005885365,-0.009074282,-0.008965366,0.0003681987,0.008244076,-0.008546936,-0.0019656029,0.008645959,-0.008702506,-0.00717376,-0.00080387597,0.00022485483,-0.0002821447,-0.009147553,0.005194822,0.008717905,0.0004887575,0.005523943,0.0034663053,0.0039042968,-0.007116173,0.0036531163,0.0021764776,0.007518472,-0.00060183025,-0.00953585,0.0059399647,0.008732806,0.009464551,-0.0074382396,0.0016773888,-0.008815898,-0.0028695092,-0.007806325,-0.0063796598,-0.0008264869,-0.008913951,0.0053599575,-0.008781004,-0.00054691447,-0.0040208204,-0.007580999,0.0034729661
팽이버섯,7.4536125e-05,0.0033826705,-0.008427345,-0.0067524468,-0.0039966903,-0.0077207973,-0.0066715013,0.0035915244,0.008859321,-0.0088199815,-0.0010502966,0.007502279,0.0022144713,0.0022246009,0.0074955844,-0.0010370131,0.0019139566,0.0047181402,0.005652354,-0.005606238,-0.0018469302,0.0025406193,-0.0031455068,0.009327444,0.008822985,-0.007512824,-0.0013325593,-0.0009739155,0.002137916,-0.0018033321,0.0038218845,0.008584091,0.0025175838,0.009779277,-0.002598512,0.0017270278,-0.0091011515,-0.004949459,-0.0035925878,0.00295435,-0.0059984555,-0.008439876,0.0045705577,-0.0042524375,-0.0039557586,-0.0024802936,-0.00629003,0.008163235,-0.008632859,-0.0010420203,0.0098164845,0.0043636737,0.009479433,0.007433137,-0.00039508776,-0.0029054708,0.0042792168,-0.0016415217,-0.0003131615,-0.0055164187,0.004139344,-0.0057761422,-0.0048391656,0.0020530699,-0.009248142,0.008765348,0.0011693723,0.0002049094,-0.0014253967,-0.008547679,-0.00693242,-0.0027425764,0.00020576965,0.00050637324,-0.009809314,0.0089343265,0.00045065937,0.009060527,-0.0077780923,-0.0022673565,0.0090010045,-0.0055570356,0.005971036,0.0091457395,-0.008600616,0.0032995848,0.00032636014,-0.008481721,-0.004598773,-0.0022287108,-0.0098203365,-0.0001872686,3.0285435e-05,-0.0012778279,0.005857778,-0.009250038,0.0024436386,-0.006292021,0.008927339,-0.0031627717
숙주,-0.0030489154,-0.008231384,0.009209069,-0.0011614182,0.0072912225,-0.0027396034,-0.0090969885,-0.009585011,0.0007665375,0.006054117,0.0068094134,-0.004619598,0.005646726,0.007010247,-0.008525107,-0.0072759003,-0.009036903,-0.0027418293,0.0037379428,0.0073384843,0.0012367208,-0.004284741,0.0025537447,-0.0029739372,0.008669333,-0.0024568262,-0.0060677086,-0.009165308,0.0068279025,-0.009367133,-0.0044825934,0.0068965894,0.0029533529,0.009984308,-0.0043692254,-0.0045276936,-0.008938444,0.008823493,-0.008600263,-0.0011583609,-0.0066906177,0.0055351746,0.00035548344,-0.004300381,0.0015459837,0.0010279928,-0.0051181563,-0.0023901274,0.003728168,-0.0077860053,0.0063327034,-0.002036448,-0.005546258,0.00407803,-0.0007555348,-0.0046789483,0.008095465,0.0022709959,0.0005817222,0.0052288757,0.0007306106,-0.00335819,-0.004647526,0.004949189,-0.006743007,-0.009713557,-0.0060187466,0.006521774,0.0016072737,-0.009495419,-0.0017364832,-0.00860462,0.005757451,-0.000692935,-0.006906346,-0.002572408,-0.0026036294,0.008080679,-0.0028227395,0.0028200683,0.002942229,0.0019760611,-0.005394032,-0.0063514872,-0.0032328262,-0.004019589,-0.0056405733,0.0048978343,-0.0012682063,-0.0068332334,-0.0025963704,0.0038769795,0.004216172,-0.0014022087,-0.0009932098,-0.006318842,-0.007896966,0.008390837,0.006721018,-0.0063638845
참치캔,-0.008532698,-0.0065778755,-0.005298628,0.007853108,-0.0016786936,0.0050760936,0.0037684753,0.0062792194,-0.0055200704,-0.0074617392,0.00214793,-0.0069122138,0.006238571,-0.005300457,-0.0098265875,0.0033962873,-0.00954012,0.0012687547,-0.0041715903,0.000490571,0.0067152176,-0.0044581583,0.006303727,-0.003975242,-0.0023449995,-0.0058979453,-0.0031874024,0.009098295,-0.008358077,-0.0036210993,-0.0011265749,-0.00088822196,0.005113999,-0.009822176,0.0071232114,0.0017394024,-0.004194174,-0.009069962,-0.009325806,0.006671059,0.009936753,0.0007486673,0.00031552123,-0.0065277433,0.0027045098,-0.008352351,0.009302322,0.0030517657,-0.00086597237,0.0026752423,0.00038544813,-0.009407388,-0.0007706142,-0.003554209,-0.0006361837,-0.0020097638,-0.0058315364,-0.0033069372,-0.008152378,-0.0035440135,-0.004872263,-0.009821636,-0.0067873453,0.00317955,-0.009273542,0.0065975445,0.006462599,-0.009099046,-0.00817235,0.0044651427,-0.0028794468,-0.00016774055,-0.0013421597,0.0044642296,-0.009993881,0.007971546,0.008039848,0.006542122,0.007981537,0.0050015454,-0.002355947,-0.0012196968,-0.0070448844,-0.002686041,0.002437526,0.0042703534,0.00060960767,0.005152569,-0.0038316515,-0.0050777406,-0.0035496033,-0.0020046746,-0.001710886,0.0049263053,0.009416193,0.0010001397,-0.0031842974,0.0036502064,-0.00048413457,-0.009044998
썬 김치,-0.007927391,-0.008263864,-0.0039197663,0.007683209,0.0074257455,-0.003010944,0.0064861868,-0.008491715,0.007329279,-0.008567985,-0.005549544,0.001089509,-0.009839459,-0.0067493753,0.0023831432,-0.0058419867,-0.0032999155,0.0006792697,0.0038050688,-0.008006347,0.002543616,-0.006502316,-0.008919887,0.003956239,-0.009384557,-0.0096758455,0.006645867,0.0018229987,-0.008070104,0.006935908,0.0018204078,-0.009616719,0.00019412834,-0.0033372038,0.005846788,-0.005037126,-0.0033328726,-0.0020348183,0.004987211,-0.008940008,0.00033510866,-0.0075974436,-0.00044968628,0.0049440376,0.008015755,-0.0046478123,0.0025668698,0.008896846,0.0042723315,0.005214377,-0.0043802815,-0.0033584312,-0.009096367,-0.0041025993,0.0026830484,0.0061904998,0.008785909,-0.008380599,0.004299623,-0.0012521266,-0.0036623063,0.0028230844,0.001702151,0.006646239,-0.0025120152,0.007904343,-0.004795284,-0.0016513339,0.009267433,0.008095689,-0.00057850033,0.005969303,0.0052666157,0.008632921,0.008848204,0.0031261323,-0.002634003,0.0012276405,-0.0055476082,-0.009413837,0.00810932,-0.0010832886,-0.009589152,0.0045296205,0.0067090117,0.0051092114,-0.00088520005,0.005170588,0.0082887355,0.0063791275,-0.008938301,0.00086159544,-0.0014835942,0.007939739,-0.0031720016,0.0042397804,-0.0045986604,0.0057359,-0.0010272026,0.0042469297
참치캔(작은캔),-0.0047160815,-0.001234016,0.00778187,0.0051157647,-0.0063958913,0.00025380333,-0.007833826,0.0044670175,0.002422087,0.007893988,7.0735473e-06,0.0013393248,-0.009895276,-0.0018671375,0.0021564723,0.0010120975,0.0021923068,-0.0062665045,0.0020677457,0.0013044234,-0.006490374,-0.0007856932,-0.007249397,-0.0045337384,0.009433846,-0.009026226,0.0039028402,-0.00647884,-0.006772524,-0.009726981,-0.0060860063,-0.00020677158,0.0052045635,0.0034769843,0.007328568,-0.001500021,0.0030151333,-0.003432257,0.009261248,-0.0026297765,0.0040187216,0.0062313685,-0.009030961,0.0012839116,0.0033188958,0.0020069457,0.005558885,-0.007024535,0.0041462663,-0.007313545,0.0059320023,0.002477727,-0.009126037,-0.00860305,-0.009517461,0.008765406,-0.004523784,-0.005508228,-0.0014276331,-0.006978179,-0.009976725,-0.009053743,0.0063431985,0.009116643,0.0077818395,0.0016927203,0.0047700047,0.007370366,-0.003736319,-0.009644246,0.00070095324,0.005391808,0.0011278607,0.0022239708,-0.008205668,0.0012930884,-0.005511618,-0.008708927,-0.0027211935,0.008986871,0.0043722903,-0.008534868,0.009772951,-0.007998357,0.0071940455,0.0024744743,-0.0012956732,0.007400773,-0.004763666,-0.0010565561,0.008351784,-0.006119767,-0.0037218689,-0.0068558147,-0.0056348285,0.005324242,0.0007131746,-0.00746934,0.009228373,-0.0012495347
쇠고기 등심(또는 안심),0.006086413,-0.00059236167,0.002309693,-0.007691573,0.005733999,-0.005688131,0.0057587493,0.00042727112,0.002371198,-0.002579707,-0.0095452145,-0.0040075947,-0.009831825,-0.00038819909,-0.0012812555,0.0074432194,-0.0025857748,-0.005700748,-0.009057001,0.002652098,-0.003779236,-0.0039397967,-0.00075241685,-0.009400707,0.0013265276,-0.00049321534,-0.005806482,0.0044008777,0.0040776874,0.009560611,0.008844012,0.009593426,-0.008616762,0.0004578817,-0.009842247,-8.835793e-06,-0.0010697186,0.00893345,0.004736234,-0.009007649,-0.004368279,-0.004300859,0.0031449306,-0.004910885,-0.0013709152,-0.008650009,0.00710984,-0.0031270862,0.0035998821,-0.005378814,0.004268459,-0.00018115282,0.0062260344,0.0027796878,0.0094269905,0.006688355,0.008643656,0.00915805,0.009570275,0.0056219604,0.005099802,0.00537213,-0.0049623395,-0.002959423,-0.00034847736,0.0040902914,-0.005773891,-0.0051594162,-0.0043672156,0.009652887,0.005426863,0.0047437097,0.0052374518,-0.00069190265,0.0054191984,-0.009188725,0.002190157,-0.002379855,0.004252329,0.0054239403,0.0030287837,0.0078142425,8.745193e-05,-0.007388147,-0.0073619424,-0.0048520993,0.0051639187,-0.005557129,0.007440865,0.0058681727,0.0007943785,-0.0007869184,-0.0044439863,0.006931864,-0.0072165956,0.004910425,-0.0027623998,0.0015336942,-0.0020241665,0.0016244864
양념장어,0.0020167686,-0.0019265247,-0.007074007,0.0070658578,-0.008469718,0.0019188905,-0.009884431,0.002038933,-0.005830767,-0.0070427526,-0.0070278416,0.0025020707,-0.007976229,0.009265684,-0.0028214776,-0.008899824,0.005050585,0.0004328692,0.001760099,-0.0049026716,-0.006106354,0.00451254,2.5504827e-05,8.387089e-05,0.005031189,-0.0037643076,-0.008786078,0.0038648355,0.0032066489,0.0023014867,-0.0044073747,-0.0050591123,0.0021897948,0.006203034,-0.0068368004,0.00215353,-0.0061669364,-0.0028371,0.005066334,0.0020580792,0.001346693,0.002360729,0.0060134493,-0.004145296,0.009464993,0.0033117365,-0.0068501006,-0.0064336644,0.0017799175,-0.008291607,-0.0039402316,0.0039071226,-0.0056582843,0.0004917157,-0.009275033,0.006469151,0.005001432,-0.0046852254,-0.0047267317,0.001991465,-0.0023260475,0.004735254,-0.005098331,-0.0014090108,0.004597936,0.008466754,-0.009777492,-0.002748021,-0.0051484704,0.006544813,-0.0022996939,0.009642924,-0.0075950827,0.0019716097,0.001486696,-0.00086737634,-0.0069772624,-0.0048980643,0.005719525,-0.00036073566,0.007959051,0.00078968285,-0.0071985493,-0.00016300559,0.00935112,0.009123028,0.0009905469,-0.008069566,-0.0063558663,0.00042715072,-0.0030199457,-0.0016931343,0.00029355168,-0.0066567385,-0.008865569,0.0050591254,0.006618365,-0.0066807307,0.006644583,-0.009825647
건당면(두 줌),0.002593474,-0.002578285,-0.009138586,0.00557651,-0.002521707,-0.008087025,-0.003273994,0.009880287,-0.0030055717,-0.00016099344,-0.0033132473,0.009242314,0.004723774,-0.0012379366,0.006279115,0.0013088766,-0.0062266844,-0.008991851,0.009043462,0.001301581,0.0045785434,-0.002511106,0.0018729692,0.0010672968,0.00536827,-0.00059038214,-0.006187936,-0.0077730757,0.0003100904,-0.005336319,-0.0082569495,-0.0011506038,-0.0013557031,-0.004432871,0.0063185813,0.0044447756,-0.0050117145,-0.0030099025,0.005541106,-0.004892249,-0.0077544358,-0.0037783303,0.0026525066,0.009639333,-0.00845038,-0.007611018,-0.0072352835,-0.0021879168,0.0092457235,0.007058013,0.0057825395,-0.009556704,0.006657238,-0.0056773634,-0.0056938827,0.007817323,0.009289501,-0.0005004854,-0.0038243884,0.0043112207,0.008252088,0.008355566,-0.0031747757,0.006975421,3.220224e-05,0.0053266142,-0.0004399168,-0.004699976,-0.00848516,0.008853461,0.0047872844,0.005347653,-0.002476243,-0.006274407,0.004358906,0.004831329,0.008882797,-0.0020509567,-0.0056893537,-0.0055666487,0.008900576,-0.0014462277,0.0005408392,0.0013978218,-0.003510336,-0.009725749,-0.0005302887,0.007410572,0.0062079635,0.0053425184,-0.0019982986,-0.0067150868,0.00052797433,-0.0053538093,0.005266345,0.0023448023,-0.006547729,-0.0043256665,-0.0016379722,0.0025462972
돼지고기 목살,-0.00038257957,0.007474575,-0.0023640727,0.004278611,-0.0022900964,-0.003000604,-0.0018831992,0.0054248013,-0.007186196,-0.0009967351,-0.0024015151,-0.0013059282,-0.0031528068,-0.009017977,0.0042066667,0.004517926,0.008319148,0.004302912,-0.009257091,-0.004434156,0.0031043135,0.0057479525,-0.007767649,0.0098916665,-0.0073444177,0.008176297,-0.0033974396,0.008850775,-0.009440196,0.0060495962,0.0057633724,-0.0051477705,0.0038096642,0.007852749,-0.0057309987,0.007698457,0.008244052,-0.0029876446,-0.0039587556,0.0052057947,0.005789057,-0.008548848,-0.0015644861,-0.0068048513,0.0006214452,-0.0053467024,0.0067922054,-0.0006318307,0.005824051,-0.004880111,-0.0014832318,-0.005893215,-0.0049713566,-0.009871347,-0.008433916,-0.008324437,-0.0051386952,-0.002709576,0.0034268044,-4.0119885e-05,-0.0021478927,-0.0058303988,-0.0043975995,-0.006962987,-0.001440748,-0.007021873,-0.009266508,0.0027099466,-0.0057868026,0.0066125058,-0.006475487,0.008060634,0.0069117965,0.0024929738,-0.009096191,-0.001767863,0.008506527,-0.0028765546,0.000419302,-0.0020682442,0.0042923596,-0.0022257792,-0.004257417,0.004348191,0.0024945235,0.0067291246,0.0083604,0.0053066458,-0.0018917167,-0.0065198946,-0.007261941,-0.0018475997,-0.0017327928,0.0023100246,0.004398768,-0.0061010504,-0.00482553,-0.009940817,0.0069205477,-0.0017753601
마른소면,0.009382484,-0.004806672,0.009592734,0.008796202,0.0070440234,-0.0004151356,-0.0052240025,-0.007682023,0.005986105,0.007158245,-0.0011289573,-0.0076830075,-0.0079014255,-0.00478217,-0.0075401724,-0.00059803965,-0.0005636132,-0.0057581244,-0.0077071153,-0.00020371318,0.00838111,0.0030677486,0.0090364935,-0.008223224,0.0013477386,-0.007935823,0.003907913,0.006614127,-0.003967291,0.008088914,0.0045230533,-0.0039960276,-0.0090914825,0.005676806,0.0023355472,-0.00995819,0.0052330997,-0.0059175002,-0.0007977283,0.00802119,0.0020279884,0.0009251392,0.0038806964,-0.0025787484,0.002770976,0.0036999201,0.0050127446,0.0054517044,0.0045262957,0.0031320537,0.008262812,0.0034258224,0.000487144,0.0051120757,-0.0015571916,-0.0033695996,-0.0074599874,-0.002791741,0.002996459,-0.009970478,0.00014911413,0.008536783,0.0093538575,-0.006383396,-0.002384119,0.0008584881,-0.009133096,0.007960532,0.0040125083,-0.00461285,0.007916622,-0.008152629,0.0041157342,0.009576218,0.009496207,0.006639379,-0.0043485677,0.0027165068,-0.003646357,0.0052967,-0.0023343326,0.0023921395,0.0058078123,-0.0036324202,-0.0011592353,0.0018807495,0.0007926786,0.008357311,-0.004392303,-0.007460704,0.00049180747,-0.0022732401,-0.0013412965,0.009917965,0.0043385113,0.009572102,0.005531933,-0.008318619,-0.0026038755,-0.0074970853
오렌지 (중과),0.00036437862,0.002916246,-0.0076261167,-0.0057818,0.0014859609,-0.0060980394,0.0057514478,0.00643479,0.007742694,0.006742673,-0.0011921852,-0.004648601,-0.0066265883,0.009953902,-0.00081382436,0.002937052,-0.007683411,-0.0017091671,0.002829691,0.0069539375,0.0036786636,-0.0047423835,0.0075532296,0.009155868,-0.00019882835,0.0074050087,0.0047918125,0.009805141,0.00024682388,0.0042764028,0.003282321,-0.004229618,-0.004447095,0.006257298,-0.007470513,-0.0042428635,-0.009509651,-0.0015411518,0.0015965034,0.0038128127,-0.0004742035,-0.008329466,0.005523041,0.008123433,-0.0021685027,0.008970734,0.008289757,0.008783983,-0.0015613375,0.007156479,0.0018376168,0.0010781764,0.009603369,-0.005273482,-0.0060002347,-0.008821842,0.007864755,-0.008866352,-0.0071072974,-0.00066284847,-0.00816463,0.002013649,0.009969242,-0.009060737,-0.005926104,0.003770011,0.0005840579,0.004067316,0.0083858585,0.0030080248,-0.004036788,-0.0015021858,0.008304359,-0.00015113996,0.0015391562,0.008162952,-0.008599528,-0.0034504442,0.0014235275,-0.0011767278,-0.009751331,0.0052302117,0.0060205106,-0.0036865678,-0.0010668971,-0.0049087713,-0.0079047885,0.006768766,0.009214985,-0.0054541137,0.0074538025,0.00227006,0.0043461835,0.008401814,-0.0076401113,-0.0065445006,0.008317912,0.009587893,0.0016544079,0.007940093
탄산수,0.0034703757,0.0011391905,0.0030113242,0.0046392833,0.008911361,0.0035254697,0.0049765017,-0.009703848,0.0033229592,-0.00032497916,0.009287833,0.009214029,-0.0088493,-0.0011390836,-0.00034106273,-0.003611011,0.0067171385,0.0032341755,-0.0051738326,-0.0036084359,0.0043035997,0.004319652,-0.0069457125,-0.004775925,0.005225202,-0.0041343444,-0.0061300993,-0.0013502591,-0.002966086,0.007996482,-0.0027654201,-0.0058337296,-0.0051014232,0.0053973426,-0.009319179,0.003831783,0.007475048,-0.000708295,0.0046156165,0.0026412203,-0.00938973,-0.008303959,-0.0049026483,0.002650159,0.006749121,-0.009161286,-0.0021260278,-0.0029832125,0.007575271,0.005974748,-0.0008179544,0.006087568,0.008207879,0.0029858458,0.008567426,0.0066705826,0.009908003,0.0031628988,0.0047637527,0.003722249,0.009876868,0.0011624646,0.006698516,0.004206048,-0.0041541797,-0.007180829,0.006492002,0.0043751295,0.0015361089,-0.0066739772,0.006032883,-0.004521612,0.00929852,-0.0061227996,-0.007416892,0.0032838827,-0.00019112098,-0.00048260056,-0.00062870944,-0.0074864337,0.009795058,0.007083781,-0.008065195,0.0015675102,0.0072014076,-0.0005240331,0.0034766048,-0.007864778,-0.0009835337,-0.006525241,0.00024330357,-0.0068195383,-0.00511817,-0.006158421,-0.008573008,0.0040840027,-0.00390878,-0.0037994166,-0.0020099473,-0.0028638993
오렌지 과육,0.004450438,0.002569124,0.009915995,0.003978284,-0.0065310183,-0.005004907,0.0024376952,-0.004467073,0.0002671448,-0.002820024,0.0005579765,-0.009982912,0.0033254777,-0.0073250243,-0.009117271,-0.00015827168,0.0047065155,-0.0024538294,-0.0019210393,-0.0079769045,0.0034722732,0.006130044,-0.00925994,-0.00885831,-0.008491596,0.00029220743,0.0038869684,0.00278857,0.009987706,-0.004874378,-0.0070226644,0.0072617214,0.0053719985,0.008851282,0.0047287727,-0.008274708,-0.008215084,-0.009221614,-0.006688518,-0.00902673,0.003665985,0.004401547,-0.008347003,-0.0074649965,0.0074080187,-0.0061006355,-0.00048043593,-0.0043574246,0.0022624612,0.0048306393,0.0019659621,0.0074300305,-0.0063334634,-0.0049315495,-0.008558524,-0.007974222,0.009536656,0.00079578627,-0.002817057,-0.0033095845,0.0010756016,0.00061731896,0.00476844,0.00590816,-0.0007154759,0.0050905896,0.0035261987,0.00035604407,-0.004554965,0.00835606,0.0063581103,-0.0073344344,-0.00601478,0.0029833172,-0.004338207,0.0012763708,-0.0012501709,-0.002954401,-0.007631574,-0.00090254,0.0007111117,0.0058950586,0.0010180896,-0.0057840804,0.006953941,0.0019048715,-0.0055648596,-0.0060315607,-0.0054691727,-0.0009321914,-0.0045440304,-0.0065058894,-0.006376846,-0.006658985,-0.008936598,-0.0039519747,0.008850137,0.0074575124,-0.0013658497,0.0067320787
오징어 (중간 사이즈),0.009368182,0.007597538,-0.0022355593,0.0031181443,0.0022697353,0.0038091445,-0.0035644043,0.006484648,0.0014567518,-0.0068460274,-0.009124867,-0.0081833275,-0.00080844644,-0.00025270582,0.0028076672,-0.008315728,0.003434366,0.0031161332,0.004483962,-0.008561181,-0.009335121,-0.0019041634,-0.004526019,0.0095949415,0.0010831595,-0.0064727757,0.0064403103,0.004713428,0.0064886166,-0.0003162551,0.0008865416,0.005701891,-0.007536967,0.0017491162,-0.0027944148,0.002948283,0.0030396103,0.0028363394,-0.0033820642,-0.008356354,0.0015997434,-0.0027779639,0.0039652004,0.009825374,0.0033947027,0.009973507,0.0071076537,0.008312738,-0.0044907713,0.00056849717,0.0035427809,0.009003861,0.005228356,0.0021043825,0.005438069,-0.00035974145,0.0077358414,0.004262154,0.00044558765,0.0014992773,0.009043288,0.006937532,-0.0020992004,0.0008927095,-0.0009326863,-0.009979373,0.0031953787,-0.009512406,-0.007937121,-0.004807849,0.008947521,-0.0035952234,-0.0018040836,0.001512009,-0.0035833372,0.008634017,0.0055900705,-0.00018890142,-0.004679171,-0.0027716327,0.004698062,-0.005999001,0.008880136,-0.0059182085,-0.0034894287,0.0076621617,-0.006565952,0.0046030926,0.005415566,0.0040749274,0.0031319975,0.0064117,0.00067889335,0.009646542,-0.0081769815,-0.0071743634,0.00048767566,0.006651312,-0.008137733,-0.0042467974
오징어(작은 사이즈),0.0018573522,0.0062398743,-0.008277473,-0.0068599307,-0.006985754,0.004376261,-0.0099435225,-0.0076767756,0.008005839,-0.009299809,0.009689332,-0.005350372,-0.0052261474,0.00045359015,-0.0037843632,9.805322e-05,0.006879388,-0.0011743474,-0.009250661,-0.0018840039,0.006028143,0.00975906,0.0016048944,0.007098764,0.0015695345,0.0066336133,0.006155286,-0.0050943564,0.0013414633,-0.009929237,-0.0012797427,0.0076940525,-0.004882561,-0.0017266119,0.0030756283,0.007847144,-0.0035935186,-0.0035864436,-0.00084509014,0.0094835805,-0.008283952,0.007951463,0.008433837,0.0009801948,-0.0029004859,-0.004121376,0.009557433,-0.004109434,-0.00672609,-0.0077401088,-0.003071226,0.0017748928,0.009463821,0.009341737,-0.0003372252,0.0022047174,-0.009432359,-0.004161811,-0.0059696604,0.0072855125,-0.0016174794,-0.0015897799,0.0034628056,-0.0061257873,0.0037486493,0.0017164791,0.006931933,0.0022068715,0.0008065712,-0.0046992125,-0.0014532352,-0.0010472882,-0.007700691,0.0051139235,-0.0044102287,-0.0014911055,-0.0038472235,0.002432176,-0.002372718,-0.003956075,-0.0019013465,0.006212678,0.00493137,-0.0067988955,-0.008514473,-0.0063940547,-0.0030959295,0.0073908973,0.0045120455,0.0027286613,-0.0017854607,-0.008695458,-0.0071225525,0.006389458,0.003981645,0.0012903023,0.008545322,0.0037849606,-0.0019607903,0.007550515
오징어(중간크기),0.0076480363,0.0042538173,-0.0067838924,-0.0011324376,0.0068139057,0.008697165,-0.00878872,0.0041253427,-0.0053354856,0.0012831477,0.00082461856,0.009138293,0.001748113,0.007266132,0.0051991204,-0.005267741,-0.009091701,-0.0090963645,-0.0013873155,-0.00059393205,0.0065686456,-0.0049113203,0.0038501786,-0.004767043,-0.007651066,0.0044772704,0.0042620506,-0.005162051,0.0073362184,-0.0020949657,0.0060191187,-0.0076248394,-0.0027911556,-0.0043914653,0.0069187838,0.00075558905,-0.008157095,0.00440747,-0.006592072,-0.0003292308,0.0049804025,-0.0028590618,-0.0021088915,0.009985711,-0.005945688,-0.0046036225,0.0004132722,0.00289984,-0.0065023275,0.0028808976,-0.004124177,-0.0004678666,0.005238941,-0.005448896,0.00840371,-0.009224559,0.0041366504,-0.0024666584,0.009709106,-0.0023074613,0.0092527615,0.009248443,-0.0048339367,-0.003559727,-0.0024792403,0.009726759,-0.009020316,0.0038757375,-0.008424644,-0.0024411897,-0.004458621,-0.004568806,-0.005765382,-0.005883836,0.0074538635,-0.005177749,0.008436776,0.0074722953,-0.007700798,0.0047634337,0.00033132292,0.002717578,-0.006789974,-0.0027988914,-0.00085820287,0.0034454227,-0.0010243568,0.008359196,0.009884403,-0.009737705,-0.0014529896,0.0025371448,0.008005438,-0.0074087908,0.004087206,0.009420328,0.0002121285,0.00043426204,0.006731345,0.007818518
갈은 삼겹살,0.0010699892,-0.0048924494,0.0015045857,0.003251406,-0.001617372,0.00703143,0.001974076,-0.009902472,-0.0009499693,-0.002027837,-0.0024471784,-0.0004616213,-0.006387398,-0.0070772674,-0.000356009,-0.008333439,-0.008354929,0.008840441,-0.0024822224,0.008793797,0.005003356,-0.00018851519,0.004277992,-0.00869183,0.0070061646,0.008022337,0.008826316,-0.005616201,-0.0023649263,-0.008505342,0.005022564,-0.0062647033,0.008419346,-0.006498618,0.0047956575,-0.0068616676,0.0029794883,-0.002175839,0.002687142,-0.002684059,-0.007644211,-0.00482694,0.002339995,-0.0071718036,-0.00958188,-0.0025076747,0.0013022018,-0.004847926,-0.009356013,-0.0012741971,-0.007640792,0.005306158,-0.0018883216,-9.319782e-05,-0.009714404,0.0037775494,-0.007062056,0.006915741,-0.00074832083,-0.0031267488,-0.0018634677,0.0048075304,-0.0099043,-0.00533568,0.0026523483,-0.0068135834,0.0028320563,-0.0050602853,0.0031542885,0.009861911,-0.00731591,0.009864713,0.007452971,0.0010020662,0.00019041181,0.004988804,0.009349045,-0.0018031418,-0.0066239927,0.0009942782,-0.006927712,-0.009810798,0.00073266623,0.0024507,-0.00088213204,-0.0071268426,-0.008270847,-0.0009300816,0.009672259,0.0005224562,-0.0057593226,0.0043918695,-0.005276705,-0.0003394556,-0.008077886,-0.0027090264,-0.001871891,0.00807155,-0.0090639675,-4.2051077e-05
프랑크소시지,-0.007206462,0.0021177824,-0.0017180861,0.006695545,0.0068801213,0.0004637261,-0.008543493,-0.009266205,-0.0017728019,0.0047291266,0.0008948253,0.0033011795,0.0071953316,-0.0077582775,0.0061390726,-0.00841545,0.003550225,0.005919964,-0.0038172966,0.0014048419,0.00023030576,0.0061458014,-0.004976171,0.006541429,0.008866764,-0.004071114,-0.005612036,0.0080917105,-0.0055072005,0.0004809315,-0.006552785,-0.0038099168,0.009983859,0.008810497,-0.0074610184,-0.0091382135,-0.007831934,0.0042160708,-0.0050912746,-0.009176411,-0.004452339,0.007882088,0.0082292855,-0.0025151935,-1.0126421e-05,-0.009937869,-0.006458775,0.0009380066,0.0049904096,-0.0044317497,-0.0014263772,-0.0022810218,-0.00093917514,0.00040141222,0.00017936733,0.0007724117,-0.001955051,-0.0012889655,-0.0060020327,0.0034868328,-0.007864526,-0.008363574,-0.0042974134,-0.004140513,-0.0041467655,-0.00972588,-0.0019588005,0.00892846,-0.0048745973,-0.003921764,-0.0031378423,-0.00117832,-0.0035995326,-0.0036625445,-0.0024873023,0.0014532338,-0.008871487,-0.007233989,-0.0041529974,0.0065566525,-0.0012835602,-0.0016908713,0.009781405,0.007412501,-0.003107969,-0.008116745,-0.0033057535,0.009431364,-0.0049396106,0.00049960037,0.0046921703,-0.0047821677,-0.0076682875,0.0044378284,0.008124787,0.00982469,0.0061030076,0.0021421146,0.00027290793,-0.0047072386
