name,steps,tags,style,main_ing,total_ingredient,description
타코야끼,"[' 반죽재료를 볼에 넣어 섞어주세요. 문어는 작게 썰고 쪽파는 송송 썰어주세요.',' 타코야끼 틀에 열이 올라오면 기름을 칠하고 반죽을 부어주세요. 문어와 쪽파를 넣고 익혀주세요.',' 반죽이 어느 정도 익으면 젓가락으로 돌려가며 모양을 잡아주세요.',' 타코야끼를 접시에 담고 마요네즈, 돈가스 소스 등을 취향에 맞게 뿌리고 파래가루와 가쓰오부시를 올려 맛있게 즐겨주세요.']","['간식', '일식', '간단요리', '안주']",2~3인분,['문어'],"['문어','가쓰오부시','쪽파','파래가루','마요네즈','돈가스 소스 ','식용유','밀가루','찹쌀가루','베이킹 파우더','소금','다시마육수']"," 겨울엔, 품 안에 무조건 3천원을 들고 다녀야 합니다. 뜨끈하고 맛있는 겨울 간식이 우리를 언제 어디서 기다리고 있을 지 모를 일이니까요. 하지만 요즘처럼 길거리 음식을 먹는 것이 걱정된다면 집에서 만들어 보는 건 어떠세요? 오늘 소개해드릴 음식은 겨울철 길거리 음식 최강자 타코야끼입니다. 커다란 문어와 입천장이 뜨거워지는 반죽은 언제나 입안에서 사르르 녹아 없어지죠."
에그 크로와상 샌드위치 ,"[' 크루아상\xa0생지는\xa0에어프라이어\xa0또는\xa0오븐에\xa0넣어\xa0180도에서\xa010분\xa0정도\xa0노릇하게\xa0구워주세요. (오븐이나\xa0에어프라이어에\xa0따라\xa0성능이\xa0다를\xa0수\xa0있으니\xa0온도나\xa0시간은\xa0보면서\xa0조절해주세요. ',' 크루아상은\xa0반으로\xa0자르고, 볼에\xa0소스\xa0재료는\xa0섞어주세요.',' 볼에\xa0스크램블\xa0에그\xa0재료를\xa0섞은\xa0후\xa0달군\xa0팬에\xa0달걀물을\xa0넣어\xa0부드럽게\xa0스크램블\xa0에그를\xa0만들어주세요.',' 아보카도는\xa0반으로\xa0잘라\xa0씨를\xa0뺀\xa0후\xa0껍질을\xa0벗겨\xa0얇게\xa0슬라이스\xa0해주세요.',' 크루아상에\xa0소스를\xa0바른\xa0후\xa0루꼴라\xa0- 슬라이스\xa0햄\xa0- 스크램블\xa0에그\xa0순서로\xa0넣어주세요. 파마산\xa0치즈가루와\xa0파슬리를\xa0뿌려\xa0완성해주세요.']","['간식', '간단요리']",2인분 ,"['크루아상 생지 (또는 크루아상)','슬라이스 햄']","['크루아상 생지 ','슬라이스 햄','루꼴라','아보카도','파메르산 치즈 가루','파슬리 가루','달걀','소금','마요네즈','마요네즈','디종 머스터드','레몬즙','카레 가루']"," 집에서 에어프라이어로 크루아상 샌드위치를 만들 수 있다는 사실! 알고 계셨나요? 크루아상 생지를 이용하면 쉽고 간단한 레시피예요. 크루아상 속에 햄, 루꼴라, 스크램블 에그 등을 넣어 에그 크루아상 샌드위치를 만들었답니다. 만들기 쉬워 아이들 간식으로도 OK! 주말 홈 브런치로도 제격인 에그 크루아상 샌드위치! 꼭 한 번 만들어 보세요~
"
미국 피칸 더덕 닭강정,"[' 닭다리살을\xa0흐르는\xa0물에\xa0씻은\xa0후\xa0한입\xa0크기로\xa0자르고\xa0키친타월로\xa0물기를\xa0제거해\xa0주세요. 밑간\xa0재료에\xa0버무려\xa010분\xa0정도\xa0재워주세요.(tip. 닭다리살을\xa0우유에\xa05~10분\xa0정도\xa0담가\xa0두면\xa0닭고기의\xa0누린내를\xa0제거할\xa0수\xa0있어요.) ',' 미국\xa0피칸의\xa01/3은\xa0잘게\xa0다져주세요. 더덕은\xa0껍질을\xa0벗기고\xa0어슷하게\xa0잘라주세요. ',' 볼에\xa0가루반죽\xa0재료를\xa0넣어\xa0섞은\xa0후, 밑간한\xa0닭고기와\xa0더덕, 미국\xa0피칸을\xa0넣어\xa0가루를\xa0묻혀주세요. 소스\xa0재료는\xa0잘\xa0섞어주세요. ',' 170도\xa0온도로\xa0예열한\xa0튀김유에\xa0미국 피칸과\xa0더덕을\xa0먼저\xa0튀기고\xa0닭고기를\xa0넣어\xa0튀겨주세요. (tip. 닭고기를\xa02번\xa0튀겨내면\xa0더욱\xa0바삭한\xa0식감을\xa0살릴\xa0수\xa0있어요.)',' 달군\xa0웍에\xa0소스\xa0재료를\xa0넣고\xa0소스가\xa0바글바글\xa0끓어오르면\xa0닭고기와\xa0미국\xa0피칸, 더덕을\xa0넣고\xa0버무려주세요.',' 접시에\xa0닭강정을\xa0담은\xa0후\xa0다진\xa0미국\xa0피칸을\xa0뿌려\xa0완성해주세요.']","['간식', '안주']",2~3인분,"['미국 피칸','닭다리살','더덕']","['미국 피칸','닭다리살','더덕','전분가루','튀김유','맛술','소금','후춧가루','다진 마늘','전분가루','튀김가루','다진 미국 피칸','고추장','고추기름','카놀라유','설탕','간장','올리고당']"," 남녀노소 누구나 좋아하는 국민 간식, 닭강정! 닭강정에 미국 피칸과 더덕을 넣어 맛을 더욱 업그레이드시켰어요! 고~소한 미국 피칸과 건강한 더덕의 조합이 참 잘 어울린답니다. 고소하고 바삭한 미국 피칸이 가득 들어 있는 <미국 피칸 더덕 닭강정>을 집에서 만들어 보세요!
"
미국 피칸 크러스트 치킨텐더 ,"[' 닭\xa0안심을\xa0우유에\xa010분\xa0정도\xa0담가\xa0잡내를\xa0제거한\xa0후, 물에\xa0헹궈\xa0키친타월로\xa0물기를\xa0제거해\xa0주세요',' 밑간\xa0재료를\xa0넣어\xa010분\xa0정도\xa0재워주세요.',' 피칸을\xa0잘게\xa0다져\xa0빵가루\xa0재료와\xa0섞어주세요.',' 밑간한\xa0닭\xa0안심은\xa0튀김가루, 달걀물, 빵가루\xa0순으로\xa0묻혀주세요.',' 오븐\xa0팬에\xa0닭\xa0안심을\xa0올린\xa0후\xa0식용유를\xa0뿌려주세요.',' 180도로\xa0예열된\xa0오븐에\xa015분간\xa0구워주세요. 볼에\xa0소스\xa0재료를\xa0넣어\xa0섞어주세요.(tip. 오븐이\xa0없으면\xa0170도로\xa0달군\xa0기름에\xa0넣고\xa0바삭하게\xa0튀겨드셔도\xa0좋아요.)',' 완성\xa0접시에\xa0머스타드\xa0소스와\xa0곁들여\xa0완성해주세요.(tip. 기호에\xa0따라\xa0샐러드\xa0야채를\xa0곁들여\xa0드셔도\xa0좋아요.)']","['양식', '안주', '간식']",2~3인분,[''],"['닭 안심','우유','튀김가루','달걀','식용유','다진 마늘','고운 고춧가루','카레 가루','소금','빵가루','파마산 치즈','미국 피칸','파슬리','마요네즈','머스터드','씨 겨자','꿀','후춧가루']"," 온 가족이 즐길 수 있는 미국 피칸 레시피! 미국 피칸을 활용해 더욱 고소하고 바삭하게 즐기는 <미국 피칸 크러스트 치킨텐더>이에요. 아이들 간식으로, 술안주로도 딱인 메뉴! 미국 피칸으로 맛있게 만들어 보세요!
"
주꾸미오일파스타,"[' 주꾸미는\xa0소금물에\xa0흔들어\xa0씻은\xa0후\xa0체에\xa0받쳐\xa0물기를\xa0빼주세요. 마늘은\xa0편으로\xa0썰고\xa0페페론치논은\xa0굵게\xa0다져주세요. ',' 냄비에\xa0물\xa02리터를\xa0넣어\xa0끓어오르면\xa0약간의\xa0소금과\xa0올리브오일, 파스타면을\xa0넣어\xa05분정도\xa0삶아주세요.(파스타면\xa0삶은\xa0물\xa01/3컵을\xa0따로\xa0빼두세요.)',' 달군 팬에 올리브오일을 두른 후 마늘편과 페페론치노를 넣어 1분 정도 볶다가 주꾸미를 넣고 약간의 소금, 후추를 뿌려주세요.',' 화이트와인을 넣은 후 살짝 볶다가 스파게티면을 넣어 2~3분정도 볶아주세요.(파스타의 농도는 면수 1/3컵을 넣어 조절해주세요.)',' 마지막에\xa0약간의\xa0올리브오일, 소금, 후추를\xa0뿌려\xa0간을\xa0한\xa0후\xa0바질잎\xa0또는\xa0파슬리\xa0가루를\xa0뿌려주세요.']","['초대요리', '메인요리']",2인분,"['주꾸미','파스타면','올리브오일']","['주꾸미','파스타면','페페론치논 ','마늘','화이트와인 ','올리브오일','바질잎 ','소금','후추']"," 쫄깃한 식감이 매력적인 주꾸미! 주꾸미는 저칼로리면서 필수아미노산, 타우린 등이 풍부해 누구에게나 사랑받는 재료인데요~ 보통 주꾸미로 주꾸미 볶음, 주꾸미 샤부샤부 등을 만들어 먹곤 해요. 하지만 오늘은 특별하고 맛있는 주꾸미 레시피를 알려드릴까 합니다. 주꾸미의 본연의 맛과 식감을 잘 느낄 수 있는 주꾸미 오일 파스타랍니다. 주꾸미의 색다른 변신! 여러분도 한 번 시도해 보세요~"
명란솥밥,"[' 쌀을\xa0씻어\xa030분\xa0정도\xa0불린\xa0후\xa0체에\xa0받쳐\xa0물기를\xa0빼주세요. (기호에\xa0따라\xa0쌀과\xa0찹쌀을\xa0섞어\xa0만들어도\xa0좋답니다.)',' 쪽파는\xa0송송\xa0썰고, 단호박은\xa0껍질\xa0째\xa0얇게\xa0슬라이스해주세요. 명란은\xa0한\xa0입\xa0크기로\xa0잘라주세요. 볼에\xa0간장\xa0양념\xa0재료를\xa0모두\xa0섞어주세요.',' 냄비에\xa0불린\xa0쌀과\xa0다시마\xa0육수를\xa0넣고\xa0맨\xa0위에\xa0단호박을\xa0얹은\xa0후\xa0중불에서\xa0끓여주세요. ',' 밥물이\xa0끓어오르면\xa0약불로\xa0줄여\xa010~15분\xa0정도\xa0익힌\xa0후, 불을\xa0끄고\xa0명란을\xa0넣어\xa05~10분\xa0정도\xa0뜸을\xa0들여주세요. ',' 솥밥에\xa0쪽파를\xa0뿌린\xa0후\xa0간장\xa0양념을\xa0곁들여\xa0주세요.(tip. 기호에\xa0따라\xa0은행, 버섯\xa0등의\xa0재료를\xa0추가로\xa0넣어\xa0만들고\xa0김에\xa0싸서\xa0먹어도\xa0좋아요.)']","['메인요리', '한식', '초대요리']",2인분,"['쌀','명란젓']","['쌀','다시마 육수','명란젓','단호박','쪽파','참기름','간장','맛술','다진 마늘','참기름','송송 썬 쪽파','통깨']", 오동통한 명란과 쪽파를 썰어 넣은 명란 솥밥을 준비했어요. 고소하고 짭조름한 맛이 가득 퍼지는 솥밥에 양념장을 톡톡 넣어 먹으면 든든한 한 끼가 돼요. 여러 가지 반찬 없이도 근사한 식탁으로 만들 수 있답니다. 오늘도 든든한 하루 보내세요!
케이준 감자튀김,"[' 감자는\xa0껍질을\xa0벗기고\xa0굵은\xa0막대모양으로\xa0썰어\xa0찬물에\xa020분\xa0정도\xa0담가주세요. ',' 감자의\xa0물기를\xa0제거한\xa0후\xa0가루\xa0양념\xa0재료를\xa0고루\xa0묻혀주세요.',' 170도로\xa0달군\xa0기름에\xa0튀겨\xa0식힌\xa0후\xa0한번\xa0더\xa0센\xa0불에서\xa0바삭하게\xa0튀겨주세요.',' 튀긴\xa0감자에\xa0기호에\xa0따라\xa0파마산\xa0치즈\xa0가루와\xa0파슬리\xa0가루를\xa0뿌린\xa0후\xa0접시에\xa0담고\xa0케찹을\xa0곁들여주세요.']","['간식', '양식', '안주', '분식']",2인분,"['감자','파마산 치즈가루']","['감자','파마산 치즈가루','파슬리가루','케찹','튀김가루','카레가루','고운 고춧가루','허브솔트']"," 집에 감자 한 봉지 남아 있나요? 그렇다면 아이들을 위한 간식, 맥주 안주로 좋은 케이준 감자튀김을 만들어 보시는 건 어떨까요? 카레, 고운 고춧가루 등의 짭조름한 맛을 내는 재료를 섞은 케이준 시즈닝을 뿌려 더욱 맛있게 드실 수 있답니다. 감자의 고소한 맛과 독특한 시즈닝의 조화가 참 잘 어울려요~"
삼겹살김밥,"[' 깨끗이 씻은 당근과 우엉은 껍질을 벗긴 후 가늘게 채썰고, 오이도 채썰어 주세요. 오이고추는 꼭지를 자르고 반으로 갈라 씨앗을 제거하고 4등분으로 잘라주세요.',' 달군 팬에 기름을 두르고 당근에 소금을 약간 뿌린 후 볶아 접시에 덜어주세요. 우엉의 숨이 죽을 때까지 볶다가 우엉조림 재료를 넣어 물기가 없어질 때까지 졸여주세요.',' 볼에 밥과 밥 양념 재료를 넣어 골고루 섞어주세요. 볼에 쌈장 양념 재료를 넣어 섞어주세요.',' 달군 팬에 삼겹살을 올린 후 소금, 후춧가루로 간을 맞춰 노릇하게 구워주세요.',' 김발에 김을 올리고 밥을 고르게 편 후 청상추와 깻잎을 깔아주세요. 삼겹살과 준비한 재료, 쌈장을 넣은 후 김밥을 단단하게 말아주세요.(기호에 따라 씻은 묵은지, 쌈무, 구운 마늘 등의 재료를 추가로 넣어 만들어 드셔도 맛있게 드실 수 있어요.)(tip. 쌈장은 소스통이나 짤주머니에 넣어 사용하면 깔끔하게 넣을 수 있어요.) ',' 삼겹살 김밥에 참기름과 통깨를 뿌린 후 먹기 좋은 크기로 잘라 맛있게 즐겨주세요.(따뜻할 때 드시는 것이 더욱 맛있어요.)']","['메인요리', '한식', '분식', '도시락']",3줄,"['밥','삼겹살','김밥용 김']","['밥','삼겹살','김밥용 김','단무지','당근','오이','깻잎','오이고추','청상추','우엉','식용유','소금','후춧가루','참기름','통깨','소금','참기름','통깨','간장','맛술','설탕','올리고당','물','쌈장','맛술']"," 언제 어디에서 먹어도 맛있는 김밥! 어떤 재료를 넣느냐에 따라서 그 맛이 다양하게 변하는 것 같아요. 오늘 김밥에 넣을 재료는 바로 삼겹살이랍니다. 삼겹살을 따로 구워 먹는 것도 참 맛있지만, 김밥 속 재료로 참 잘어울려요. 두툼한 삼겹살이 통째로 김밥에 들어가 씹는 맛은 물론 든든한 한 끼로 즐길 수 있어요. 삼겹살과 김밥의 조합이 생소하게 느껴지실 수 있겠지만 김밥 속 채소와 고기의 조화가 훌륭해요!"
장칼국수,"[' 감자와\xa0양파, 애호박은\xa0채를\xa0썰고, 대파와\xa0청양고추는\xa0송송\xa0썰어주세요. 볼에\xa0달걀을\xa0넣어\xa0풀고, 다른\xa0볼에\xa0국물\xa0양념\xa0재료를\xa0넣어\xa0섞어주세요.',' 냄비에\xa0멸치새우다시육수를\xa0넣고\xa0끓어오르면\xa0감자와\xa0양파를\xa0넣어\xa02분\xa0정도\xa0끓여주세요.',' 육수에\xa0국물\xa0양념\xa0재료를\xa0넣어\xa0푼\xa0후\xa0칼국수 면의\xa0밀가루를\xa0털어\xa0넣고\xa05분\xa0정도\xa0끓여주세요. (tip 칼국수면의\xa0밀가루를\xa0물에\xa0살짝\xa0씻어\xa0체에\xa0밭쳐\xa0만들거나\xa0면을\xa0따로\xa0데친\xa0후에\xa0국물을\xa0부어\xa0만들면\xa0국물이\xa0탁해지지\xa0않아요.) ',' 애호박과\xa0대파, 청양고추를\xa0넣고\xa0끓이다가\xa0풀어\xa0놓은\xa0달걀물을\xa0냄비\xa0가장자리에\xa0둘러\xa0붓고\xa0마지막에\xa0구운\xa0소금으로\xa0간을\xa0맞춘\xa0후\xa0불을\xa0꺼주세요.',' 장칼국수를\xa0담고\xa0기호에\xa0따라\xa0김가루와\xa0통깨를\xa0뿌려주세요.']","['메인요리', '한식']",2인분,"['칼국수면','감자']","['칼국수면','애호박','감자','양파','대파','청양고추','달걀','구운 소금','김가루','통깨','멸치 새우 다시마 육수','고추장','고춧가루','된장','국간장','다진 마늘','후춧가루']"," 강원도 지역에서 유명한 장칼국수! 놀러 가면 꼭 먹어야 할 음식 중 한 가지라고 하는데요. 굳이 멀리 가지 않아도 집에서 훌륭한 맛의 장칼국수를 만들 수 있답니다. 장칼국수는 고추장을 기본 베이스로 국물을 양념하기 때문에 칼칼하고 달큰한 맛이 특징인데요. 투박하고 쫄깃한 칼국수 면과 국물이 정말 잘 어울려요! 익숙한 듯 특별한 한 끼를 원하신다면 장칼국수를 추천합니다!
"
감자 오믈렛,"[' 감자는\xa0껍질을\xa0벗겨\xa00.3cm정도의\xa0두께로\xa0썰어서\xa0찬물에\xa010분\xa0정도\xa0담가\xa0전분기를\xa0빼주세요. ',' 마늘은\xa0잘게\xa0다지고, 양파와\xa0청피망은\xa0얇게\xa0채썰어주세요. 베이컨은\xa01cm간격으로\xa0자르고, 볼에\xa0달걀물\xa0재료를\xa0넣어\xa0섞어주세요. ',' 달군\xa0팬에\xa0오일을\xa0두른\xa0후\xa0감자가\xa0투명해지도록\xa0익혀주세요.',' 다른 달군 팬에 마늘을 볶다가 마늘향이 올라오면 채썬 양파와 피망, 베이컨을 넣고, 소금, 후추, 파프리카 파우더로 간을 맞춰 볶아주세요. ',' 적당한\xa0크기의\xa0오목한\xa0팬에\xa0구운\xa0감자를\xa0깔고\xa0볶은\xa0야채와\xa0베이컨을\xa0넣어주세요. 달걀물을\xa0붓고\xa0약불에서\xa0뚜껑을\xa0덮고\xa0타지\xa0않도록\xa010분\xa0정도\xa0익히고, 한번\xa0뒤집어서\xa05분\xa0정도\xa0더\xa0익혀주세요.(tip. 오븐\xa0용기에\xa0넣어\xa0180도에서\xa010분\xa0정도\xa0익혀줘도\xa0좋아요.)',' 적당한\xa0크기로\xa0잘라\xa0맛있게\xa0즐겨주세요.(취향에\xa0따라\xa0크러쉬드\xa0레드페퍼, 파마산치즈\xa0가루\xa0등을\xa0뿌려\xa0먹어도\xa0좋아요.)']","['양식', '메인요리']",2인분,['감자'],"['감자','마늘','양파','청피망','베이컨','소금','후춧가루','파프리카 파우더','올리브 오일','달걀','우유','소금','후춧가루']","여름에 맛이 오른 제철 감자로 요리를 만들어보았어요. 달걀에 감자를 넣어 만든 스페인식 오믈렛인데요. 스페인에서는 또르띠야 데 파타타라는 이름으로 불린답니다. 감자를 얇게 썰어 익힌 뒤, 여러 가지 채소 위에 달걀 물을 부어주면 완성이에요. 감자와 달걀, 채소 등 재료가 풍성해서 든든한 한 끼 요리로도 충분한데요. 간단한 아침 식사로도 좋고 간식으로 즐겨 먹어도 좋답니다. 스페인에서는 식혀서 차갑게 먹기도 해서 피크닉 도시락 메뉴로 애용된다고 하네요! 오랜만에 특별한 음식이 먹고 싶다면 스페인식 감자 오믈렛 또르띠야 데 파타타는 어떠신가요?
"
어향육슬덮밥,"[' 돼지고기에\xa0고기\xa0양념\xa0재료를\xa0넣어\xa010분간\xa0밑간해주세요. 볼에\xa0어향\xa0소스\xa0재료를\xa0모두\xa0넣어\xa0섞어주세요. ',' 청고추와\xa0당근, 홍고추, 양파, 표고버섯, 대파는\xa0채를\xa0썰고, 실파는\xa0송송\xa0썰어주세요. 볼에\xa0전분물\xa0재료를\xa0넣고\xa0섞어주세요.',' 달군\xa0팬에\xa0식용유와\xa0고추기름을\xa0두르고\xa0대파를\xa0넣어\xa0볶다가\xa0향이\xa0올라오면\xa0돼지고기를\xa0넣어\xa0볶아주세요.',' 돼지고기가\xa0반쯤\xa0익으면\xa0양파와\xa0당근, 표고버섯, 어향\xa0소스를\xa0넣어\xa0볶다가\xa0치킨육수를\xa0넣고\xa03분\xa0정도\xa0끓여주세요.',' 마지막에\xa0청고추와\xa0홍고추, 전분물을\xa0넣고\xa0섞어준\xa0후\xa0참기름을\xa0넣고\xa0불을\xa0꺼주세요.(기호에\xa0따라\xa0소금을\xa0가감해서\xa0간을\xa0맞춰주세요.)',' 접시에\xa0밥을\xa0담고\xa0야채와\xa0볶은고기를\xa0얹은\xa0후\xa0송송\xa0썬\xa0실파와\xa0통깨를\xa0뿌려주세요.']","['메인요리', '중식']",(2인분),"['돼지고기(잡채용)','밥']","['돼지고기','청고추','홍고추','양파','당근','표고버섯','대파','실파','밥','치킨육수','참기름','소금','통깨','식용유','고추기름','달걀 흰자','간장','다진마늘','전분가루','두반장','굴소스','맛술','간장','설탕','다진 마늘','생강가루','후춧가루','전분가루','후춧가루','물']"," 어향육슬은 위샹러우쓰라고 불리는 중국 쓰촨 지방의 음식인데요. 짭짜름하고 매콤, 달콤한, 그리고 약간의 신맛이 나는 소스를 실처럼 가느다랗게 썬 돼지고기와 각종 채소와 함께 볶아낸 요리랍니다! 아내의 식탁에서는 밥 위에 어향육슬을 올려 어향육슬덮밥으로 만들었어요! 채소와 고기가 들어있어 영양도 꽉 채우고 맛도 꽉 채운 한 접시 요리, 어향육슬덮밥! 오늘 한 끼로 어떠신가요?"
채끝살스테이크,"[' 쇠고기는\xa0키친타올에\xa0올려\xa0핏물을\xa0제거하고, 올리브유와\xa0소금, 후춧가루를\xa0뿌려\xa05분\xa0정도\xa0재워주세요. ',' 적양파는\xa0껍질을\xa0벗긴\xa0후\xa02센치\xa0두께의\xa0링으로\xa0큼지막하게\xa0썰고, 마늘쫑은\xa06센치\xa0길이로\xa0썰어주세요. 단호박은\xa0한\xa0입크기로\xa0썰어주세요. 볼에\xa0소스\xa0재료를\xa0넣어\xa0섞어주세요.',' 달군\xa0팬에\xa0버터를\xa0두르고\xa0고기를\xa0넣어\xa0겉면을\xa0익히다가\xa0손질한\xa0야채를\xa0넣고\xa01분\xa0정도\xa0볶은\xa0후\xa0소금, 후춧가루로\xa0간을\xa0해주세요.',' 접시에\xa0채끝살\xa0스테이크를\xa0담고\xa0소스를\xa0곁들여\xa0완성해주세요.']","['초대요리', '양식', '간단요리']",2인분,['채끝살'],"['채끝살','적양파','마늘쫑','단호박','방울토마토','미니 새송이 버섯','스테이크 소스','케첩','굴소스','머스터드 소스','다진 마늘','소금','후춧가루']"," 채끝살은 소 허리 뒷부분에 있는 등심과 연결된 부위예요. 부드러운 단백질과 지방의 고소함이 어우러져 쇠고기의 맛을 제대로 느낄 수 있는 최상의 부위랍니다. 마블링이 적당하게 있어 구이, 스테이크에 적절한 부위죠! 그래서 준비한 채끝살 스테이크. 단호박, 양파, 버섯 등 스테이크와 어울리는 가니쉬도 준비했어요. 같이 구워 더욱더 풍성한 스테이크를 즐겨보세요!  "
바질페스토 감바스,"[' 새우는\xa0머리를\xa0제외하고\xa0꼬리\xa0한마디만\xa0남기고\xa0껍질을\xa0벗긴\xa0후\xa0내장을\xa0제거해주세요. 새우에\xa0약간의\xa0소금, 후춧가루를\xa0뿌려\xa0밑간을\xa0해주세요.',' 마늘은\xa0편으로\xa0썰고\xa0미니\xa0새송이\xa0버섯은\xa0반으로\xa0잘라주세요. 브로콜리는\xa0적당한\xa0크기로\xa0잘라주세요.',' 바게트는\xa01센치\xa0두께로\xa0자르고\xa0달군\xa0팬에\xa0올려\xa0앞뒤로\xa0노릇하게\xa0구워주세요. ',' 냄비에\xa0올리브오일과\xa0마늘을\xa0넣고\xa0약간의\xa0기포가\xa0올라올\xa0때까지\xa02분\xa0정도\xa0끓여주세요. ',' 새우와\xa0새송이버섯, 브로콜리, 로즈마리, 페퍼론치노를\xa0넣고\xa03~4분\xa0정도\xa0더\xa0끓여주세요.',' 불을\xa0끈\xa0후\xa0바질페스토를\xa0넣어\xa0완성해주세요. 바게트를\xa0곁들여\xa0맛있게\xa0즐겨주세요.']","['메인요리', '간단요리', '양식', '안주', '초대요리']",0,"['새우','마늘']","['새우','마늘','브로콜리','미니 새송이 버섯','페퍼론치노','로즈마리','바게트 빵','올리브 오일','바질페스토','소금','후춧가루']"," 부드러운 올리브 오일과 마늘, 그리고 통통한 새우의 완벽한 조합! 이젠 누구나 알고 있는 감바스인데요. 바질페스토를 넣어 더욱더 풍미 있는 바질페스토 감바스가 완성됐어요! 마늘 향이 솔솔~ 바질페스토 향이 솔솔 나는 바질페스토감바스! 미니 새송이버섯과 식감 좋은 브로콜리도 감바스를 더욱 맛있게 해준답니다~"
달걀김밥,"[' 깨끗이\xa0씻은\xa0당근은\xa0껍질을\xa0벗긴\xa0후\xa0가늘게\xa0채썰고, 오이도\xa0채썰어주세요. 맛살은\xa0길게\xa0반으로\xa0자르고\xa0판어묵은\xa0가늘게\xa0채썰어주세요.',' 달군\xa0팬에\xa0기름을\xa0두른\xa0후\xa0당근을\xa0볶아주세요. 달군\xa0팬에\xa0기름을\xa0살짝\xa0두른\xa0후\xa0판어묵을\xa0볶다가\xa0어묵\xa0조림\xa0재료를\xa0넣어\xa0물기가\xa0없어질\xa0때까지\xa0졸여주세요.',' 볼에\xa0밥과\xa0밥\xa0양념\xa0재료를\xa0넣어\xa0골고루\xa0섞어주세요.',' 김발에\xa0김을\xa0올리고\xa0밥을\xa0고르게\xa0편\xa0후\xa0청상추와\xa0깻잎을\xa0깔아주세요. 준비한\xa0재료를\xa0올려\xa0김밥을\xa0단단하게\xa0말아주세요.',' 볼에\xa0달걀과\xa0소금, 맛술을\xa0넣어\xa0섞은\xa0후\xa0체에\xa0내리고, 달군\xa0팬에\xa0약간의\xa0기름을\xa0넣고\xa0달걀물을\xa0김\xa0크기로\xa0얇게\xa0펴주세요. 달걀이\xa080%정도\xa0익었을\xa0때, 말아\xa0둔\xa0김밥을\xa0올려\xa0달걀로\xa0돌돌말아주세요.',' 달걀\xa0김밥을\xa0먹기\xa0좋은\xa0크기로\xa0잘라\xa0맛있게\xa0즐겨주세요.']","['초대요리', '메인요리', '한식', '분식', '도시락']",3줄,"['밥','달걀','김밥용 김']","['밥','단무지','당근','오이','깻잎','청상추','맛살','판어묵','달걀','김밥용 김','식용유','소금','맛술','소금','참기름','통깨','간장','맛술','설탕','올리고당','물']","깻잎, 오이, 어묵 등 아삭하고 든든하게 속을 채운 김밥! 이것으로도 충분하지만 보기에도, 맛도 한층 더 업그레이드하는 법! 채에 곱게 거른 달걀에 김밥을 올려 돌돌 말아주면 끝이에요. 달걀 김밥을 먹기 좋은 크기로 잘라내면 시중 달걀 김밥보다 훨씬 훌륭한 김밥이 완성된답니다. 
"
달걀지단김밥,"[' 묵은지는\xa0흐르는\xa0물에\xa0깨끗이\xa0씻어\xa0물기를\xa0제거해주세요. 길이로\xa04등분해주세요.',' 판어묵은\xa0가늘게\xa0채썰어주세요. 달군\xa0팬에\xa0기름을\xa0살짝\xa0두른\xa0후\xa0어묵을\xa02분\xa0정도\xa0볶아주세요. 어묵\xa0양념\xa0재료를\xa0넣어\xa02분\xa0정도\xa0볶아주세요.',' 볼에\xa0달걀과\xa0달걀\xa0양념\xa0재료를\xa0넣어\xa0섞어주세요. 달군\xa0팬에\xa0기름을\xa0두른\xa0후\xa0달걀물을\xa0부어\xa0얇게\xa0지단을\xa0만들어주세요. 한\xa0김\xa0식힌\xa0지단\xa0후\xa0가늘게\xa0채썰어주세요.',' 볼에\xa0밥과\xa0밥\xa0양념\xa0재료를\xa0넣어\xa0골고루\xa0섞어주세요.',' 김발에\xa0김을\xa0올리고\xa0밥을\xa0고르게\xa0펴주세요. 묵은지와\xa0볶은\xa0어묵, 채\xa0썬\xa0지단을\xa0올려\xa0김밥을\xa0단단하게\xa0말아주세요.',' 김밥을\xa0먹기\xa0좋은\xa0크기로\xa0잘라\xa0맛있게\xa0즐겨주세요.']","['메인요리', '한식', '분식', '도시락']",3줄,"['달걀','김밥용 김','밥']","['달걀','묵은지','판어묵','김밥용 김','밥','소금','식용유','참기름','설탕','소금','맛술','물','소금','참기름','통깨','간장','맛술','올리고당','설탕','후춧가루']","달걀지단과 묵은지, 어묵을 메인 재료로 하는 특별한 김밥! 달걀지단 김밥을 소개합니다. 담백한 맛의 달걀 지단과 어묵을 잘게 채 썰어 김밥 속을 꽉! 채웠어요. 자칫 심심할 수도 있는 김밥에 묵은지를 넣어 더욱 풍부한 맛의 김밥이 되었어요! 노란빛 가득한 김밥이 마치 활짝 핀 개나리를 연상시키게 하는데요. 주말 특별식으로도, 사랑하는 사람을 위한 도시락으로도 좋은 달걀 지단 김밥이랍니다~
"
